Id,RouteId,ImageName,Distress_Class,BoundingBox,File_Path
27,18,2022_11_10_18_42_07_008425_RIM.jpg,"Alligator Cracking","[-1.0, 3.0, 938.0, 89.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_42_07_008425_RIM.jpg
28,18,2022_11_10_18_42_09_383071_RIM.jpg,"Alligator Cracking","[819.0, 8.0, 744.0, 122.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_42_09_383071_RIM.jpg
32,18,2022_11_10_18_42_28_434097_RIM.jpg,"Alligator Cracking","[138.0, 0.0, 565.0, 71.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_42_28_434097_RIM.jpg
34,18,2022_11_10_18_42_58_933492_RIM.jpg,"Alligator Cracking","[0.0, 69.0, 323.0, 50.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_42_58_933492_RIM.jpg
42,18,2022_11_10_18_43_17_243501_RIM.jpg,"Alligator Cracking","[859.0, 93.0, 174.0, 38.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_17_243501_RIM.jpg
44,18,2022_11_10_18_43_29_866725_RIM.jpg,"Alligator Cracking","[-2.0, 27.0, 638.0, 67.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_29_866725_RIM.jpg
45,18,2022_11_10_18_43_29_866725_RIM.jpg,"Alligator Cracking","[760.0, 37.0, 305.0, 64.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_29_866725_RIM.jpg
46,18,2022_11_10_18_43_29_866725_RIM.jpg,"Data Loss","[673.0, -2.0, 887.0, 16.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_29_866725_RIM.jpg
47,18,2022_11_10_18_43_27_365418_RIM.jpg,"Data Loss","[-2.0, -2.0, 233.0, 18.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_27_365418_RIM.jpg
48,18,2022_11_10_18_43_32_421889_RIM.jpg,"Alligator Cracking","[1127.0, 31.0, 423.0, 96.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_32_421889_RIM.jpg
49,18,2022_11_10_18_43_35_015948_RIM.jpg,"Transverse Cracks","[283.0, -2.0, 150.0, 132.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_35_015948_RIM.jpg
50,18,2022_11_10_18_43_43_155170_RIM.jpg,"Alligator Cracking","[662.0, 2.0, 279.0, 129.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_43_155170_RIM.jpg
51,18,2022_11_10_18_43_53_309999_RIM.jpg,"Alligator Cracking","[409.0, -1.0, 279.0, 81.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_53_309999_RIM.jpg
52,18,2022_11_10_18_43_53_309999_RIM.jpg,"Alligator Cracking","[805.0, 0.0, 107.0, 98.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_53_309999_RIM.jpg
53,18,2022_11_10_18_43_56_762761_RIM.jpg,Pothole,"[685.0, -2.0, 252.0, 64.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_56_762761_RIM.jpg
54,18,2022_11_10_18_43_56_762761_RIM.jpg,Pothole,"[1212.0, -2.0, 123.0, 57.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_56_762761_RIM.jpg
55,18,2022_11_10_18_44_02_622084_RIM.jpg,"Longitudinal Cracks","[-2.0, 30.0, 293.0, 63.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_02_622084_RIM.jpg
56,18,2022_11_10_18_44_05_737747_RIM.jpg,"Longitudinal Cracks","[852.0, 35.0, 711.0, 50.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_05_737747_RIM.jpg
57,18,2022_11_10_18_44_05_737747_RIM.jpg,"Longitudinal Cracks","[-2.0, 58.0, 316.0, 39.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_05_737747_RIM.jpg
58,18,2022_11_10_18_44_09_114712_RIM.jpg,"Longitudinal Cracks","[-2.0, 32.0, 296.0, 67.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_09_114712_RIM.jpg
59,18,2022_11_10_18_44_09_114712_RIM.jpg,"Alligator Cracking","[334.0, 2.0, 774.0, 97.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_09_114712_RIM.jpg
60,18,2022_11_10_18_44_09_114712_RIM.jpg,"Alligator Cracking","[1210.0, 20.0, 353.0, 67.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_09_114712_RIM.jpg
61,18,2022_11_10_18_44_12_619335_RIM.jpg,"Longitudinal Cracks","[84.0, 38.0, 1479.0, 51.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_12_619335_RIM.jpg
62,18,2022_11_10_18_44_15_515585_RIM.jpg,"Alligator Cracking","[896.0, 39.0, 474.0, 94.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_15_515585_RIM.jpg
63,18,2022_11_10_18_44_15_515585_RIM.jpg,"Alligator Cracking","[342.0, 35.0, 436.0, 71.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_15_515585_RIM.jpg
64,18,2022_11_10_18_40_02_501561_RIM.jpg,"Alligator Cracking","[499.0, 1.0, 445.0, 99.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_40_02_501561_RIM.jpg
65,18,2022_11_10_18_40_29_242013_RIM.jpg,ravelling,"[5.0, 8.0, 643.0, 114.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_40_29_242013_RIM.jpg
66,18,2022_11_10_18_40_29_242013_RIM.jpg,ravelling,"[1153.0, -2.0, 406.0, 133.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_40_29_242013_RIM.jpg
67,18,2022_11_10_18_41_18_120232_RIM.jpg,"Alligator Cracking","[1355.0, -2.0, 203.0, 131.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_41_18_120232_RIM.jpg
68,18,2022_11_10_18_41_54_089990_RIM.jpg,"Longitudinal Cracks","[1054.0, 29.0, 497.0, 47.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_41_54_089990_RIM.jpg
69,18,2022_11_10_18_41_56_381858_RIM.jpg,"Alligator Cracking","[336.0, 14.0, 736.0, 62.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_41_56_381858_RIM.jpg
70,18,2022_11_10_18_42_19_255656_RIM.jpg,"Alligator Cracking","[224.0, 20.0, 357.0, 80.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_42_19_255656_RIM.jpg
71,18,2022_11_10_18_42_19_255656_RIM.jpg,"Alligator Cracking","[884.0, 26.0, 410.0, 92.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_42_19_255656_RIM.jpg
72,18,2022_11_10_18_42_23_981012_RIM.jpg,"Alligator Cracking","[431.0, 15.0, 352.0, 48.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_42_23_981012_RIM.jpg
73,18,2022_11_10_18_42_52_544586_RIM.jpg,"Longitudinal Cracks","[365.0, 49.0, 663.0, 40.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_42_52_544586_RIM.jpg
74,18,2022_11_10_18_42_58_933492_RIM.jpg,"Data Loss","[219.0, -2.0, 634.0, 19.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_42_58_933492_RIM.jpg
75,18,2022_11_10_18_43_01_122634_RIM.jpg,"Longitudinal Cracks","[41.0, 68.0, 733.0, 45.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_01_122634_RIM.jpg
76,18,2022_11_10_18_43_01_122634_RIM.jpg,"Data Loss","[477.0, -2.0, 486.0, 12.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_01_122634_RIM.jpg
77,18,2022_11_10_18_43_03_359649_RIM.jpg,"Data Loss","[74.0, -2.0, 746.0, 19.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_03_359649_RIM.jpg
78,18,2022_11_10_18_43_03_359649_RIM.jpg,"Longitudinal Cracks","[-1.0, 75.0, 176.0, 41.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_03_359649_RIM.jpg
80,18,2022_11_10_18_43_05_649522_RIM.jpg,"Data Loss","[-2.0, -2.0, 1565.0, 18.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_05_649522_RIM.jpg
81,18,2022_11_10_18_43_07_930419_RIM.jpg,"Data Loss","[1139.0, -2.0, 424.0, 16.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_07_930419_RIM.jpg
82,18,2022_11_10_18_43_10_192367_RIM.jpg,"Longitudinal Cracks","[176.0, 69.0, 737.0, 55.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_10_192367_RIM.jpg
83,18,2022_11_10_18_43_10_192367_RIM.jpg,"Longitudinal Cracks","[1146.0, 78.0, 417.0, 53.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_10_192367_RIM.jpg
84,18,2022_11_10_18_43_12_472267_RIM.jpg,"Alligator Cracking","[279.0, 35.0, 516.0, 72.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_12_472267_RIM.jpg
85,18,2022_11_10_18_43_27_365418_RIM.jpg,"Alligator Cracking","[517.0, 15.0, 460.0, 118.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_27_365418_RIM.jpg
86,18,2022_11_10_18_43_53_309999_RIM.jpg,"Longitudinal Cracks","[88.0, 46.0, 275.0, 52.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_43_53_309999_RIM.jpg
87,18,2022_11_10_18_44_24_707990_RIM.jpg,"Longitudinal Cracks","[0.0, 43.0, 949.0, 58.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_24_707990_RIM.jpg
89,18,2022_11_10_18_44_27_969264_RIM.jpg,"Longitudinal Cracks","[151.0, 56.0, 365.0, 38.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_27_969264_RIM.jpg
90,18,2022_11_10_18_44_27_969264_RIM.jpg,"Alligator Cracking","[1149.0, 31.0, 403.0, 75.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_27_969264_RIM.jpg
91,18,2022_11_10_18_44_27_969264_RIM.jpg,"Longitudinal Cracks","[892.0, 49.0, 237.0, 52.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_27_969264_RIM.jpg
92,18,2022_11_10_18_44_31_030074_RIM.jpg,"Longitudinal Cracks","[635.0, 39.0, 801.0, 56.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_31_030074_RIM.jpg
93,18,2022_11_10_18_44_33_669013_RIM.jpg,"Alligator Cracking","[706.0, 21.0, 601.0, 54.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_33_669013_RIM.jpg
94,18,2022_11_10_18_44_47_486044_RIM.jpg,"Data Loss","[310.0, -2.0, 807.0, 15.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_47_486044_RIM.jpg
95,18,2022_11_10_18_44_40_657315_RIM.jpg,"Data Loss","[50.0, -2.0, 1379.0, 9.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_1_data\2022_11_10_isb__To__inner_Lane1_LHS//Processed_RIM//2022_11_10_18_44_40_657315_RIM.jpg
96,19,2022_11_10_18_46_08_929357_RIM.jpg,Pothole,"[931.0, -2.0, 386.0, 135.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_46_08_929357_RIM.jpg
99,19,2022_11_10_18_46_16_073242_RIM.jpg,"Alligator Cracking","[-2.0, 16.0, 607.0, 64.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_46_16_073242_RIM.jpg
100,19,2022_11_10_18_46_19_219823_RIM.jpg,"Alligator Cracking","[481.0, -1.0, 312.0, 83.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_46_19_219823_RIM.jpg
101,19,2022_11_10_18_46_22_286617_RIM.jpg,"Alligator Cracking","[678.0, 0.0, 297.0, 87.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_46_22_286617_RIM.jpg
102,19,2022_11_10_18_46_25_166911_RIM.jpg,"Alligator Cracking","[4.0, 4.0, 518.0, 80.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_46_25_166911_RIM.jpg
103,19,2022_11_10_18_46_43_637490_RIM.jpg,"Alligator Cracking","[141.0, 11.0, 323.0, 101.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_46_43_637490_RIM.jpg
104,19,2022_11_10_18_46_43_637490_RIM.jpg,"Alligator Cracking","[965.0, 6.0, 508.0, 99.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_46_43_637490_RIM.jpg
105,19,2022_11_10_18_46_45_471583_RIM.jpg,"Alligator Cracking","[3.0, 19.0, 804.0, 85.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_46_45_471583_RIM.jpg
106,19,2022_11_10_18_46_45_471583_RIM.jpg,"Alligator Cracking","[888.0, 18.0, 137.0, 60.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_46_45_471583_RIM.jpg
107,19,2022_11_10_18_46_47_308667_RIM.jpg,"Alligator Cracking","[1281.0, 13.0, 192.0, 118.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_46_47_308667_RIM.jpg
108,19,2022_11_10_18_47_14_664473_RIM.jpg,"Alligator Cracking","[398.0, 14.0, 529.0, 74.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_47_14_664473_RIM.jpg
109,19,2022_11_10_18_47_18_479266_RIM.jpg,"Alligator Cracking","[4.0, 19.0, 101.0, 114.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_47_18_479266_RIM.jpg
110,19,2022_11_10_18_47_18_479266_RIM.jpg,"Alligator Cracking","[1224.0, 25.0, 186.0, 92.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_47_18_479266_RIM.jpg
112,19,2022_11_10_18_47_26_082921_RIM.jpg,"Alligator Cracking","[1084.0, 18.0, 387.0, 115.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_47_26_082921_RIM.jpg
113,19,2022_11_10_18_48_04_505117_RIM.jpg,"Longitudinal Cracks","[1038.0, 22.0, 321.0, 40.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_48_04_505117_RIM.jpg
114,19,2022_11_10_18_48_08_498432_RIM.jpg,"Alligator Cracking","[702.0, 4.0, 246.0, 124.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_48_08_498432_RIM.jpg
115,19,2022_11_10_18_48_08_498432_RIM.jpg,"Alligator Cracking","[503.0, 7.0, 93.0, 82.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_48_08_498432_RIM.jpg
116,19,2022_11_10_18_48_10_478135_RIM.jpg,"Alligator Cracking","[960.0, 1.0, 513.0, 132.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_48_10_478135_RIM.jpg
117,19,2022_11_10_18_48_10_478135_RIM.jpg,"Alligator Cracking","[127.0, -2.0, 692.0, 90.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_48_10_478135_RIM.jpg
118,19,2022_11_10_18_48_20_023595_RIM.jpg,"Alligator Cracking","[1166.0, 4.0, 306.0, 71.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_48_20_023595_RIM.jpg
119,19,2022_11_10_18_48_21_865666_RIM.jpg,"Alligator Cracking","[10.0, 3.0, 512.0, 101.0]",Y:/LCMS_Data_21-12-22/Filtered_for_labeling/cracks_2_data\2022_11_10_isb__To__inner1_Lane1_LHS//Processed_RIM//2022_11_10_18_48_21_865666_RIM.jpg
