Age,Branch,Date_of_join,Mobile
21,ELECTRONICS,09-04-2025,6432583278
26,CIVIL,06-05-2026,7736466571
26,EEE,02-06-2027,902957349
23,EEE,12-03-2024,9651000606
19,ROBOTICS,16-11-2024,8237205927
22,EEE,28-11-2022,8422594072
20,ELECTRONICS,03-04-2023,6930409729
23,CIVIL,25-08-2022,7637641489
22,CSE,22-08-2022,9432705459
25,ELECTRONICS,23-11-2023,9721265740
18,CSE,27-03-2026,7359676590
23,CSE,05-05-2022,8258365646
24,ECE,25-09-2022,6637069942
24,ECE,12-09-2023,9613121627
23,CSE,20-09-2023,845617154
29,EEE,08-06-2026,7666548404
25,EEE,24-04-2025,9341029264
28,MECH,11-03-2027,6432001043
29,CIVIL,25-02-2026,9453124821
19,EEE,06-04-2023,7436853976
20,ECE,30-07-2026,8622939026
24,ELECTRONICS,03-11-2024,8728614729
25,CSE,02-05-2026,7943915994
25,MECH,23-10-2022,9041867612
20,CIVIL,23-06-2026,8717562613
25,MECH,09-09-2023,7414349415
23,CIVIL,03-07-2024,8849719317
24,CSE,09-01-2023,95458436
18,MECH,14-03-2026,8946749559
27,ELECTRONICS,16-07-2026,8815389061
25,MECH,22-06-2027,8123323371
24,ECE,22-06-2027,9849602886
21,MECH,06-02-2025,774660035
26,ROBOTICS,21-03-2026,7739678584
29,CSE,26-07-2027,7348312048
20,ROBOTICS,28-02-2025,9826757282
22,CSE,18-02-2025,9235811910
23,CIVIL,12-05-2023,6325368182
26,CSE,20-07-2026,8744078528
24,ROBOTICS,02-08-2026,7422453435
27,CIVIL,19-08-2024,7911720997
19,CIVIL,04-06-2022,9018378292
28,EEE,12-04-2023,7438678919
29,EEE,15-01-2025,6321792307
25,CSE,14-07-2022,8534113568
27,CSE,28-09-2022,9026399027
21,ROBOTICS,06-01-2023,8038052992
21,MECH,01-08-2024,9343225910
23,MECH,18-05-2024,6418035001
24,ELECTRONICS,26-08-2022,9352864066
19,MECH,03-06-2027,6458794607
25,CSE,22-04-2022,882156635
23,CIVIL,14-07-2024,9836937779
22,MECH,17-10-2026,8746915863
27,CIVIL,20-05-2026,9053873674
20,CSE,20-06-2027,9525504959
24,ROBOTICS,19-04-2026,9035445140
29,MECH,11-04-2024,8148895311
19,ECE,23-09-2026,6715465541
24,ROBOTICS,16-03-2027,8840672731
18,MECH,27-10-2025,9862541339
26,ELECTRONICS,28-05-2025,8957867230
27,ECE,25-03-2027,9126681605
27,ECE,06-04-2025,7744886635
18,CIVIL,12-10-2024,6336099055
25,MECH,22-07-2022,9513827467
25,ECE,16-05-2027,7459137748
25,CIVIL,13-09-2025,952764067
22,CSE,11-08-2027,8235789185
26,MECH,21-02-2027,7843093101
26,MECH,18-07-2023,8262349030
23,ELECTRONICS,30-03-2026,8821599868
28,ELECTRONICS,07-05-2026,9750463118
22,CSE,18-06-2024,9536766013
18,CSE,17-05-2025,9857565586
25,CSE,12-04-2023,8652823199
27,EEE,28-02-2024,7947246857
19,ELECTRONICS,08-10-2022,9036959784
21,CIVIL,16-07-2027,8444906387
27,MECH,12-07-2026,8636555069
28,ROBOTICS,14-02-2024,9429237319
19,CSE,23-08-2023,7545012029
23,ELECTRONICS,09-03-2024,9059773239
21,CSE,11-04-2025,8624620881
18,ROBOTICS,08-07-2027,8658915937
18,CSE,12-07-2026,7228061293
20,ELECTRONICS,05-09-2024,6543622715
20,CIVIL,11-07-2022,715283263
21,MECH,09-01-2026,8530419112
24,EEE,21-03-2022,6755731468
27,CIVIL,10-09-2026,9629981147
27,ECE,07-08-2025,6915009662
18,MECH,23-02-2025,9617461233
28,CSE,06-04-2027,9210168637
21,EEE,06-04-2025,6948002408
21,ELECTRONICS,09-10-2023,9616075064
29,MECH,23-04-2024,8432142476
27,ELECTRONICS,04-10-2022,9048961526
21,ROBOTICS,27-05-2023,878399365
23,ELECTRONICS,01-01-2027,7513542568
20,MECH,25-08-2022,9425396034
24,ELECTRONICS,22-07-2024,9827464588
21,ELECTRONICS,22-07-2026,9134759504
20,MECH,13-02-2025,867486625
18,ROBOTICS,04-01-2027,7733400203
29,MECH,13-01-2023,9630990042
23,CSE,06-08-2027,8051867561
18,ELECTRONICS,16-04-2024,939768054
21,CSE,17-08-2024,6937087985
25,ROBOTICS,07-03-2024,6341698781
20,EEE,05-06-2023,8152961855
23,EEE,25-01-2024,6323040854
28,ECE,29-10-2027,7926592079
23,ROBOTICS,21-07-2024,8637063366
25,ECE,08-06-2026,9315628100
23,MECH,20-08-2022,7549783332
27,ROBOTICS,20-07-2026,9725301749
21,ELECTRONICS,07-03-2024,9329562576
19,EEE,16-06-2025,6833020815
19,CIVIL,18-03-2024,9327122674
29,CIVIL,29-08-2025,982020470
25,ECE,22-11-2022,6716151511
28,ROBOTICS,18-02-2027,8348748029
24,ELECTRONICS,27-07-2025,7365633613
21,EEE,06-01-2025,6440899849
23,ROBOTICS,05-11-2023,8249677291
29,CSE,09-02-2024,875608574
22,CSE,18-08-2027,6825498724
23,ECE,17-09-2027,9036566653
21,CIVIL,29-01-2024,9664930139
23,ROBOTICS,17-05-2023,9765292402
27,ECE,19-01-2027,9845620224
25,ECE,25-04-2026,7625620430
21,CSE,23-08-2023,6715322293
27,ROBOTICS,11-09-2022,632418968
18,ELECTRONICS,04-07-2027,6435755952
21,MECH,16-01-2025,9824316201
23,ECE,30-06-2026,9357042432
18,ECE,25-06-2024,964524353
21,CIVIL,20-03-2027,8448096368
26,CIVIL,03-06-2026,7310642206
22,EEE,28-07-2027,9122093522
23,ECE,21-06-2025,95598847
26,CSE,15-05-2023,7515781208
25,ELECTRONICS,06-05-2024,7257477935
26,MECH,19-03-2022,7632100530
27,CIVIL,30/2/2027,8147680758
19,MECH,21-02-2027,7649869432
25,CIVIL,14-10-2025,661875314
27,CIVIL,10-02-2027,7748181755
18,CSE,22-07-2024,7727367795
19,CSE,03-07-2025,7519948075
20,MECH,15-11-2023,8514476485
19,MECH,10-07-2025,7810782337
26,ELECTRONICS,12-05-2024,6940449175
21,EEE,01-02-2026,9122117827
28,MECH,22-08-2022,667219260
19,EEE,04-01-2022,6433594558
24,EEE,13-01-2023,7318750664
26,MECH,25-02-2027,7457454373
19,EEE,30/2/2023,8462767718
27,CSE,16-06-2025,8454120066
26,ECE,04-06-2024,7842942286
25,ELECTRONICS,27-10-2023,6420231401
27,ROBOTICS,22-02-2022,7248903041
19,CIVIL,14-04-2027,6346093262
22,EEE,20-07-2027,8417381680
23,ELECTRONICS,11-04-2027,6741735494
21,ECE,22-08-2026,6544970388
25,MECH,10-06-2023,9534137030
25,EEE,11-02-2026,882854746
26,ELECTRONICS,28-11-2024,9865062669
24,CSE,23-03-2023,6732843531
18,CSE,25-09-2026,9749388088
21,CIVIL,07-06-2027,7432365888
27,ELECTRONICS,01-02-2024,9628127475
23,ROBOTICS,09-06-2022,7863558628
28,CSE,19-11-2023,9158087153
23,ELECTRONICS,24-07-2027,7132677097
19,ECE,19-09-2027,6549818577
26,CIVIL,15-09-2025,9528221211
29,ECE,24-07-2025,7157316035
22,MECH,22-10-2023,8162373713
26,CIVIL,12-02-2024,9162451368
22,CSE,18-02-2022,9226802101
23,ROBOTICS,03-07-2026,7121466458
20,CSE,29-07-2022,8922542165
18,ELECTRONICS,10-04-2026,809324988
23,ELECTRONICS,19-01-2026,8931195030
27,CSE,16-11-2025,8614753875
21,ECE,09-01-2023,6558066101
29,ECE,17-02-2027,8218071975
27,ROBOTICS,04-06-2024,9045744649
19,ELECTRONICS,04-07-2022,7420920118
29,ECE,10-05-2025,8150588718
21,EEE,24-11-2027,9019055389
27,CSE,05-04-2025,7410676975
24,CSE,27-03-2027,6616534856
24,CSE,11-11-2025,7135056110
27,CIVIL,16-05-2024,65634941
29,CSE,26-10-2027,8855655608
29,CIVIL,03-01-2022,9751431429
18,CSE,04-02-2027,6526731905
23,CSE,27-02-2024,732539768
28,ROBOTICS,30-09-2026,8759918795
23,MECH,15-02-2022,9062887827
24,CIVIL,13-01-2026,8456231636
21,ELECTRONICS,26-01-2025,7259959722
21,MECH,29-07-2025,7939225156
25,CIVIL,11-01-2025,9852696676
24,ELECTRONICS,28-02-2027,713476886
24,MECH,29-06-2025,6844999767
21,ECE,29-03-2025,9139071414
20,ECE,21-06-2026,6729168371
27,CIVIL,14-02-2023,7157225543
19,MECH,28-09-2023,9619267895
21,ECE,17-11-2025,9638750286
26,ROBOTICS,19-03-2027,6432037211
28,CSE,09-07-2023,6617775203
24,ECE,30-04-2027,7915938755
18,ELECTRONICS,19-08-2027,6347181677
27,EEE,12-11-2026,6741110460
19,EEE,15-03-2026,695157170
21,CIVIL,16-10-2027,8240976014
29,CSE,05-05-2023,8326952467
27,ECE,27-05-2025,8910752871
19,MECH,19-11-2025,7714404877
18,CIVIL,18-03-2022,7416863052
23,ELECTRONICS,24-07-2026,7510091761
29,EEE,01-11-2026,6766945459
24,EEE,22-11-2025,9024274725
19,EEE,13-03-2024,7946390089
20,CIVIL,09-05-2023,9531667898
24,MECH,29-01-2022,8252808023
25,ELECTRONICS,01-05-2027,727438529
18,EEE,03-04-2022,6919941168
25,ECE,12-04-2027,8627632749
25,EEE,04-04-2027,711755310
20,ELECTRONICS,08-06-2023,9326302053
24,ECE,09-06-2023,7551014590
25,MECH,10-03-2026,9645322255
25,ROBOTICS,01-11-2026,7841346258
22,ECE,06-01-2025,67673460
22,CIVIL,27-06-2023,7913167293
20,CIVIL,24-04-2025,6461589077
20,ROBOTICS,04-11-2024,8328152099
25,ELECTRONICS,23-11-2025,9450904158
18,ECE,16-05-2024,7746157213
23,ROBOTICS,22-09-2023,9716704706
22,ROBOTICS,02-11-2023,86855600
28,ROBOTICS,16-02-2025,9245325588
24,ECE,18-06-2025,7327569279
26,ELECTRONICS,10-01-2024,812900934
18,CSE,28-11-2024,9817859418
29,ELECTRONICS,07-11-2025,8416072287
22,CSE,03-01-2025,8864986278
25,EEE,28-04-2027,7945785874
20,CSE,18-06-2027,636887968
24,MECH,18-06-2022,9451189033
24,ECE,16-08-2025,7726381459
22,CIVIL,06-02-2024,7910563299
21,CIVIL,25-10-2022,941928734
24,CSE,11-10-2023,7847838929
19,ROBOTICS,15-11-2022,8321952663
29,MECH,16-10-2026,6460159449
19,EEE,27-07-2027,9425841630
25,EEE,15-06-2026,7130554793
19,CSE,22-11-2026,8256405632
21,ROBOTICS,23-10-2027,7755313976
24,ELECTRONICS,13-09-2024,8134108835
21,ELECTRONICS,06-04-2023,9335936613
25,CSE,14-06-2022,9138257100
27,ELECTRONICS,21-02-2024,765089651
24,ELECTRONICS,23-08-2022,70966636
18,CIVIL,21-09-2027,9114447293
24,EEE,05-02-2022,6834174070
18,ELECTRONICS,13-08-2023,8718612528
18,CIVIL,03-10-2026,968796393
26,MECH,22-01-2027,6718836594
21,CIVIL,14-06-2022,9754379913
20,MECH,26-02-2027,8120338112
19,ECE,07-05-2024,712245034
22,ROBOTICS,19-02-2027,9133343359
22,EEE,22-05-2022,9162186777
29,CSE,22-02-2026,7719852432
21,EEE,03-05-2023,9725381501
20,EEE,01-01-2023,8928321428
26,ECE,26-10-2025,7611063425
28,CIVIL,24-05-2023,8437590904
24,ROBOTICS,06-02-2024,8561808052
29,ROBOTICS,03-03-2027,8517330538
27,CSE,08-10-2026,7654955638
21,EEE,07-04-2022,9748106782
18,MECH,12-09-2027,9247636713
20,ELECTRONICS,18-08-2026,8442958588
28,MECH,11-02-2027,6420158163
29,ROBOTICS,09-04-2025,8836780363
24,CIVIL,21-03-2024,7952394433
21,ELECTRONICS,22-03-2025,9716263751
24,EEE,01-06-2024,638713074
21,ELECTRONICS,26-08-2022,7345468624
18,CIVIL,15-09-2024,8220780914
24,MECH,01-05-2024,9761063227
24,ROBOTICS,14-08-2027,9053189109
18,CSE,22-06-2027,973894835
28,ROBOTICS,25-07-2024,79457257
24,MECH,11-05-2027,9058683331
25,CIVIL,30-01-2027,7112690710
19,EEE,11-07-2024,6416321020
18,ECE,06-06-2025,6822855132
28,CIVIL,06-02-2027,9033068071
20,MECH,18-10-2025,9058096702
25,ELECTRONICS,15-02-2025,6619672590
18,EEE,16-06-2023,7732237763
20,CSE,09-09-2022,821894986
26,ECE,26-03-2025,838093251
20,CSE,03-10-2024,7132180680
20,ROBOTICS,27-04-2026,6420521437
19,ELECTRONICS,25-09-2027,8452806292
23,MECH,21-02-2024,8855790463
28,ECE,06-07-2027,9230003684
24,EEE,01-05-2026,773623659
28,ELECTRONICS,29-09-2027,8453837339
19,ELECTRONICS,16-11-2025,9240850479
21,ECE,09-11-2024,9637667406
27,ROBOTICS,18-02-2025,6558141095
24,ELECTRONICS,15-01-2026,6351456265
25,CIVIL,05-06-2022,7366796640
18,CSE,18-06-2027,7963465558
19,ELECTRONICS,03-01-2024,9324718853
20,MECH,19-10-2027,9031251967
27,CSE,01-03-2025,7637646059
26,ELECTRONICS,26-06-2022,7512791925
26,ELECTRONICS,27-08-2023,8441515771
19,ECE,20-03-2027,8615922396
29,ECE,14-01-2024,6936025621
21,MECH,08-08-2022,729628306
25,CIVIL,20-03-2024,7553158998
27,EEE,16-07-2024,6953049554
19,CSE,22-05-2026,7417591921
22,ROBOTICS,08-09-2024,8730393788
